id,state,country_id
1,Badakhshan,1
2,Badghis,1
3,Baghlan,1
4,Balkh,1
5,Bamian,1
6,Daykondi,1
7,Farah,1
8,Faryab,1
9,Ghazni,1
10,Ghowr,1
11,Helmand,1
12,Herat,1
13,Jowzjan,1
14,Kabul,1
15,Kandahar,1
16,Kapisa,1
17,Khost,1
18,Konar,1
19,Kondoz,1
20,Laghman,1
21,Lowgar,1
22,Nangarhar,1
23,Nimruz,1
24,Nurestan,1
25,Oruzgan,1
26,Paktia,1
27,Paktika,1
28,Panjshir,1
29,Parvan,1
30,Samangan,1
31,"Sar-e Pol",1
32,Takhar,1
33,Vardak,1
34,Zabol,1
35,Berat,2
36,Dibres,2
37,Durres,2
38,Elbasan,2
39,Fier,2
40,Gjirokastre,2
41,Korce,2
42,Kukes,2
43,Lezhe,2
44,Shkoder,2
45,Tirane,2
46,Vlore,2
47,Adrar,3
48,"Ain Defla",3
49,"Ain Temouchent",3
50,Alger,3
51,Annaba,3
52,Batna,3
53,Bechar,3
54,Bejaia,3
55,Biskra,3
56,Blida,3
57,"Bordj Bou Arreridj",3
58,Bouira,3
59,Boumerdes,3
60,Chlef,3
61,Constantine,3
62,Djelfa,3
63,"El Bayadh",3
64,"El Oued",3
65,"El Tarf",3
66,Ghardaia,3
67,Guelma,3
68,Illizi,3
69,Jijel,3
70,Khenchela,3
71,Laghouat,3
72,Muaskar,3
73,Medea,3
74,Mila,3
75,Mostaganem,3
76,M'Sila,3
77,Naama,3
78,Oran,3
79,Ouargla,3
80,"Oum el Bouaghi",3
81,Relizane,3
82,Saida,3
83,Setif,3
84,"Sidi Bel Abbes",3
85,Skikda,3
86,"Souk Ahras",3
87,Tamanghasset,3
88,Tebessa,3
89,Tiaret,3
90,Tindouf,3
91,Tipaza,3
92,Tissemsilt,3
93,"Tizi Ouzou",3
94,Tlemcen,3
95,Tutuila,4
96,Other,4
97,Other,5
98,Bengo,6
99,Benguela,6
100,Bie,6
101,Cabinda,6
102,"Cuando Cubango",6
103,"Cuanza Norte",6
104,"Cuanza Sul",6
105,Cunene,6
106,Huambo,6
107,Huila,6
108,Luanda,6
109,"Lunda Norte",6
110,"Lunda Sul",6
111,Malanje,6
112,Moxico,6
113,Namibe,6
114,Uige,6
115,Zaire,6
116,Other,6
117,"Anguilla (General)",7
118,"Lesser Antilles",7
119,Other,7
120,Barbuda,8
121,Redonda,8
122,"Saint George",8
123,"Saint John",8
124,"Saint Mary",8
125,"Saint Paul",8
126,"Saint Peter",8
127,"Saint Philip",8
128,Other,8
129,"Buenos Aires",9
130,"Buenos Aires Capital",9
131,Catamarca,9
132,Chaco,9
133,Chubut,9
134,Cordoba,9
135,Corrientes,9
136,"Entre Rios",9
137,Formosa,9
138,Jujuy,9
139,"La Pampa",9
140,"La Rioja",9
141,Mendoza,9
142,Misiones,9
143,Neuquen,9
144,"Rio Negro",9
145,Salta,9
146,"San Juan",9
147,"San Luis",9
148,"Santa Cruz",9
149,"Santa Fe",9
150,"Santiago del Estero",9
151,"Tierra del Fuego",9
152,Tucuman,9
153,Other,9
154,Aragatsotn,10
155,Ararat,10
156,Armavir,10
157,Geghark'unik',10
158,Kotayk',10
159,Lorri,10
160,Shirak,10
161,Syunik',10
162,Tavush,10
163,"Vayots' Dzor",10
164,Yerevan,10
165,Other,10
166,"Australian Capital Territory",11
167,"Jervis Bay Territory",11
168,"New South Wales",11
169,"Northern Territory",11
170,Queensland,11
171,"South Australia",11
172,Tasmania,11
173,Victoria,11
174,"Western Australia",11
175,Other,11
176,Burgenland,12
177,Kaernten,12
178,Niederoesterreich,12
179,Oberoesterreich,12
180,Salzburg,12
181,Steiermark,12
182,Tirol,12
183,Vorarlberg,12
184,Wien,12
185,Other,12
186,"Abseron Rayonu",13
187,"Agcabadi Rayonu",13
188,"Agdam Rayonu",13
189,"Agdas Rayonu",13
190,"Agstafa Rayonu",13
191,"Agsu Rayonu",13
192,"Astara Rayonu",13
193,"Balakan Rayonu",13
194,"Barda Rayonu",13
195,"Beylaqan Rayonu",13
